accuracy
9.799998998641967773e-02
9.799998998641967773e-02
9.799998998641967773e-02
9.800000488758087158e-02
9.799998998641967773e-02
9.799998998641967773e-02
7.211999297142028809e-01
9.799998998641967773e-02
9.799998998641967773e-02
9.799998998641967773e-02
9.799998998641967773e-02
9.799998998641967773e-02
9.799998998641967773e-02
7.376999855041503906e-01
7.285000085830688477e-01
9.799998998641967773e-02
9.799998998641967773e-02
6.723999381065368652e-01
9.799998998641967773e-02
9.799998998641967773e-02
9.799998998641967773e-02
9.799998998641967773e-02
7.218999862670898438e-01
9.799998998641967773e-02
6.802999973297119141e-01
7.388999462127685547e-01
9.799998998641967773e-02
9.800000488758087158e-02
9.799998998641967773e-02
9.799998998641967773e-02
9.799998998641967773e-02
9.799998998641967773e-02
9.799998998641967773e-02
9.799998998641967773e-02
9.799998998641967773e-02
9.799998998641967773e-02
9.799998998641967773e-02
9.799998998641967773e-02
9.799998998641967773e-02
9.799998998641967773e-02
9.800000488758087158e-02
9.799998998641967773e-02
9.799998998641967773e-02
9.799998998641967773e-02
7.077999711036682129e-01
7.543999552726745605e-01
9.799998998641967773e-02
9.799998998641967773e-02
7.187999486923217773e-01
9.799998998641967773e-02
9.800000488758087158e-02
9.799998998641967773e-02
9.799998998641967773e-02
9.799998998641967773e-02
9.799998998641967773e-02
9.799998998641967773e-02
9.799998998641967773e-02
6.805999279022216797e-01
7.427999973297119141e-01
9.799998998641967773e-02
9.799998998641967773e-02
9.799998998641967773e-02
6.958000063896179199e-01
9.799998998641967773e-02
9.799998998641967773e-02
6.773999333381652832e-01
9.799998998641967773e-02
9.799998998641967773e-02
7.396999597549438477e-01
9.799998998641967773e-02
9.799998998641967773e-02
9.799998998641967773e-02
9.800000488758087158e-02
9.800000488758087158e-02
9.799998998641967773e-02
9.799998998641967773e-02
9.799998998641967773e-02
7.352998852729797363e-01
9.800000488758087158e-02
7.293999791145324707e-01
9.799998998641967773e-02
9.799998998641967773e-02
9.799998998641967773e-02
9.799998998641967773e-02
9.799998998641967773e-02
7.315999865531921387e-01
9.799998998641967773e-02
9.799998998641967773e-02
9.799998998641967773e-02
9.799998998641967773e-02
9.799998998641967773e-02
9.799998998641967773e-02
9.799998998641967773e-02
9.799998998641967773e-02
6.678000092506408691e-01
9.799998998641967773e-02
9.799998998641967773e-02
9.799998998641967773e-02
9.799998998641967773e-02
6.763999462127685547e-01
