accuracy
8.842999935150146484e-01
8.754000067710876465e-01
8.774999976158142090e-01
8.802000284194946289e-01
8.877999782562255859e-01
8.708000183105468750e-01
8.773000240325927734e-01
8.731999993324279785e-01
8.815000057220458984e-01
8.799999952316284180e-01
8.813999891281127930e-01
8.709999918937683105e-01
8.860999941825866699e-01
8.809000253677368164e-01
8.838000297546386719e-01
8.671000003814697266e-01
8.798999786376953125e-01
8.745999932289123535e-01
8.730000257492065430e-01
8.812999725341796875e-01
8.743000030517578125e-01
8.794000148773193359e-01
8.835999965667724609e-01
8.679999709129333496e-01
8.805000185966491699e-01
8.686000108718872070e-01
8.797000050544738770e-01
8.844000101089477539e-01
8.716999888420104980e-01
8.830999732017517090e-01
8.852999806404113770e-01
8.815000057220458984e-01
8.823000192642211914e-01
8.871999979019165039e-01
8.744000196456909180e-01
8.723000288009643555e-01
8.795999884605407715e-01
8.812999725341796875e-01
8.786000013351440430e-01
8.773000240325927734e-01
8.745999932289123535e-01
8.920000195503234863e-01
8.841000199317932129e-01
8.891000151634216309e-01
8.867999911308288574e-01
8.816999793052673340e-01
8.830000162124633789e-01
8.795999884605407715e-01
8.777999877929687500e-01
8.837000131607055664e-01
8.756999969482421875e-01
8.723000288009643555e-01
8.679000139236450195e-01
8.752999901771545410e-01
8.737999796867370605e-01
8.787000179290771484e-01
8.834000229835510254e-01
8.698999881744384766e-01
8.816999793052673340e-01
8.766999840736389160e-01
8.831999897956848145e-01
8.860999941825866699e-01
8.820000290870666504e-01
8.711000084877014160e-01
8.727999925613403320e-01
8.826000094413757324e-01
8.666999936103820801e-01
8.815000057220458984e-01
8.748000264167785645e-01
8.682000041007995605e-01
8.859000205993652344e-01
8.813999891281127930e-01
8.500000238418579102e-01
8.747000098228454590e-01
8.646000027656555176e-01
8.817999958992004395e-01
8.762000203132629395e-01
8.731999993324279785e-01
8.748000264167785645e-01
8.856999874114990234e-01
8.862000107765197754e-01
8.750000000000000000e-01
8.723999857902526855e-01
8.849999904632568359e-01
8.833000063896179199e-01
8.892999887466430664e-01
8.705999851226806641e-01
8.769000172615051270e-01
8.817999958992004395e-01
8.816999793052673340e-01
8.780999779701232910e-01
8.763999938964843750e-01
9.799999743700027466e-02
8.787000179290771484e-01
8.913000226020812988e-01
8.733000159263610840e-01
8.824999928474426270e-01
8.788999915122985840e-01
8.809999823570251465e-01
8.769999742507934570e-01
