accuracy
7.269999980926513672e-01
9.799999743700027466e-02
6.863999962806701660e-01
7.583000063896179199e-01
7.282999753952026367e-01
9.799999743700027466e-02
6.772999763488769531e-01
6.705999970436096191e-01
7.271000146865844727e-01
7.276999950408935547e-01
7.344999909400939941e-01
7.566999793052673340e-01
7.242000102996826172e-01
7.498000264167785645e-01
7.505999803543090820e-01
6.880999803543090820e-01
7.243000268936157227e-01
7.096999883651733398e-01
6.632000207901000977e-01
9.799999743700027466e-02
9.799999743700027466e-02
7.394999861717224121e-01
7.057999968528747559e-01
6.941000223159790039e-01
6.327999830245971680e-01
7.221000194549560547e-01
7.222999930381774902e-01
6.536999940872192383e-01
7.057999968528747559e-01
6.970999836921691895e-01
7.505999803543090820e-01
6.309999823570251465e-01
7.200999855995178223e-01
6.292999982833862305e-01
6.682999730110168457e-01
7.384999990463256836e-01
9.799999743700027466e-02
7.432000041007995605e-01
7.481999993324279785e-01
6.877999901771545410e-01
7.141000032424926758e-01
7.125999927520751953e-01
6.582999825477600098e-01
9.799999743700027466e-02
7.242000102996826172e-01
6.765000224113464355e-01
7.210999727249145508e-01
5.699999928474426270e-01
7.116000056266784668e-01
9.799999743700027466e-02
7.120000123977661133e-01
7.246999740600585938e-01
6.983000040054321289e-01
7.049000263214111328e-01
6.736000180244445801e-01
7.196000218391418457e-01
7.141000032424926758e-01
6.622999906539916992e-01
7.166000008583068848e-01
7.052000164985656738e-01
7.231000065803527832e-01
7.498000264167785645e-01
6.650999784469604492e-01
9.799999743700027466e-02
7.505000233650207520e-01
6.596000194549560547e-01
7.523000240325927734e-01
7.232999801635742188e-01
7.024000287055969238e-01
6.693000197410583496e-01
7.508000135421752930e-01
7.074000239372253418e-01
7.024999856948852539e-01
7.060999870300292969e-01
7.164999842643737793e-01
7.347000241279602051e-01
7.170000076293945312e-01
7.310000061988830566e-01
7.038000226020812988e-01
7.415000200271606445e-01
7.591000199317932129e-01
7.048000097274780273e-01
9.799999743700027466e-02
7.021999955177307129e-01
7.136999964714050293e-01
7.304999828338623047e-01
6.657999753952026367e-01
7.598999738693237305e-01
7.073000073432922363e-01
7.325999736785888672e-01
7.279999852180480957e-01
7.447000145912170410e-01
9.799999743700027466e-02
7.425000071525573730e-01
7.074999809265136719e-01
7.107999920845031738e-01
7.224000096321105957e-01
6.837999820709228516e-01
7.214999794960021973e-01
7.534999847412109375e-01
